MEMBER_NO,ENROLLED_DATE,BIRTH_DATE,GENDER,CIVIL_STATUS,BRANCH_CODE,BRANCH_TYPE,STATE
5690544746,2019-07-13,1999-05-01,M,W,294,STORE,NT
9815701209,2017-06-23,1978-06-25,O,S,MOB,MOBILE,VIC
5813817829,2019-05-01,1991-09-25,M,D,779,STORE,SA
2822277531,2018-11-02,1972-01-12,O,D,MOB,MOBILE,TAS
7484121032,2017-03-10,1980-07-26,F,M,646,STORE,VIC
1320283558,2017-04-20,1978-06-06,F,W,845,STORE,QLD
6219556905,2017-03-19,1993-01-28,O,W,642,STORE,SA
4275683975,2019-06-27,1994-07-06,F,M,MOB,MOBILE,ACT
8068568520,2018-12-05,1993-02-14,O,M,MOB,MOBILE,NSW
9482810572,2018-11-24,1992-08-07,M,W,MOB,MOBILE,QLD
9568613016,2017-03-08,1980-10-19,M,D,996,STORE,WA
2447395702,2017-07-05,1989-06-25,F,M,MOB,MOBILE,VIC
9589259405,2019-06-02,2003-06-19,O,W,MOB,MOBILE,NSW
7557015760,2019-06-30,1988-12-25,M,M,MOB,MOBILE,WA
706326778,2019-07-14,1988-09-01,M,D,MOB,MOBILE,NSW
6070226953,2018-04-24,1984-01-24,O,M,MOB,MOBILE,WA
1513114716,2017-07-08,1985-02-19,M,W,MOB,MOBILE,VIC
2338686695,2017-03-04,2001-02-15,F,M,560,STORE,QLD
8128998375,2018-09-11,1994-09-23,O,D,MOB,MOBILE,SA
6790392481,2019-06-11,1993-04-27,M,W,297,STORE,WA
1381964391,2017-05-15,1994-09-05,F,M,660,STORE,ACT
9645579446,2019-04-07,1982-01-22,F,M,MOB,MOBILE,NT
8372832465,2018-01-04,1981-02-24,F,W,642,STORE,ACT
6804219125,2018-12-06,1973-02-10,M,D,MOB,MOBILE,TAS
2063625034,2017-02-10,2005-04-25,O,D,296,STORE,NSW
3566399158,2019-11-05,1980-05-08,M,W,MOB,MOBILE,WA
6531205234,2019-04-05,1996-07-30,F,D,MOB,MOBILE,TAS
5315646212,2019-05-15,2000-04-24,F,S,MOB,MOBILE,TAS
3535551556,2018-10-12,1972-02-04,O,D,834,STORE,NT
1615642711,2018-09-24,2000-09-12,M,D,MOB,MOBILE,ACT
4255015242,2018-12-01,1989-12-24,O,W,383,STORE,ACT
4051438790,2017-06-22,1999-05-07,O,W,MOB,MOBILE,VIC
2000121299,2017-04-18,2002-05-07,M,W,026,STORE,TAS
2642900494,2018-09-23,1987-10-04,M,D,782,STORE,TAS
6237946327,2019-10-13,1994-01-11,O,W,MOB,MOBILE,VIC
9659688472,2018-08-26,2003-06-24,O,S,MOB,MOBILE,ACT
9468935376,2019-10-22,2001-12-28,O,W,MOB,MOBILE,NSW
8970407347,2018-11-01,2004-04-09,M,D,146,STORE,SA
8961883714,2017-05-20,1995-06-14,O,W,101,STORE,NSW
1357605311,2019-03-26,1993-06-27,M,M,530,STORE,ACT
7513358008,2017-08-13,1984-12-27,F,W,MOB,MOBILE,NT
1549293798,2018-07-11,1996-08-07,F,M,MOB,MOBILE,WA
2342139153,2019-03-07,1992-08-30,O,W,MOB,MOBILE,ACT
5810936263,2017-11-23,1992-11-02,O,D,536,STORE,NSW
8553025433,2019-08-31,1996-08-31,M,S,MOB,MOBILE,VIC
6935747610,2018-07-05,2000-04-13,O,D,MOB,MOBILE,WA
6002745028,2017-07-12,1994-06-09,F,W,254,STORE,WA
5804731014,2017-07-11,2005-12-20,F,S,239,STORE,ACT
7888820803,2019-10-19,2002-10-03,M,M,MOB,MOBILE,SA
3338234275,2017-03-11,1974-01-17,M,M,754,STORE,WA
9705070815,2017-10-21,1981-09-13,M,S,MOB,MOBILE,WA
510734803,2019-01-04,1989-04-20,F,D,189,STORE,SA
7727647697,2019-10-15,1984-07-03,M,D,MOB,MOBILE,SA
9266155348,2017-08-25,1994-10-13,M,S,MOB,MOBILE,ACT
7783377896,2017-11-20,1976-01-13,M,D,273,STORE,ACT
5241051257,2017-02-28,1977-11-04,M,W,383,STORE,SA
7754339431,2017-04-12,1973-07-10,O,D,MOB,MOBILE,QLD
1425930033,2017-02-16,1974-03-26,F,W,MOB,MOBILE,TAS
6200964588,2017-10-15,1975-07-06,M,D,724,STORE,NT
8022322859,2018-01-01,1995-06-15,O,D,550,STORE,ACT
2120762118,2017-02-25,1994-07-03,M,M,485,STORE,SA
3860809011,2017-06-09,1984-04-27,F,S,MOB,MOBILE,VIC
3285527725,2019-11-26,1977-12-17,F,M,MOB,MOBILE,QLD
1980157732,2019-07-02,1972-04-07,F,W,772,STORE,TAS
6614922357,2017-12-12,1997-01-04,F,W,MOB,MOBILE,TAS
5338295717,2018-09-22,1972-08-27,M,M,957,STORE,SA
7850881376,2019-03-26,1975-07-19,M,M,019,STORE,TAS
4960589664,2018-01-08,2004-09-22,O,M,976,STORE,NSW
4014410591,2017-08-21,1986-02-17,O,S,081,STORE,QLD
8769659117,2017-03-08,1999-02-06,F,S,MOB,MOBILE,QLD
7070507876,2018-07-23,1998-09-27,O,M,MOB,MOBILE,TAS
469704042,2017-07-25,1976-04-16,F,M,MOB,MOBILE,ACT
7326625494,2018-09-29,1988-08-20,F,D,MOB,MOBILE,NT
3796166788,2019-05-22,2003-06-15,M,W,MOB,MOBILE,ACT
5232684624,2017-04-17,1970-07-16,M,W,MOB,MOBILE,VIC
4823246081,2019-06-18,1994-04-04,M,D,MOB,MOBILE,VIC
9383713640,2019-08-10,1979-10-02,O,M,MOB,MOBILE,NT
1756239549,2018-12-20,1977-09-05,M,M,MOB,MOBILE,TAS
8316935641,2019-05-01,1990-10-16,O,M,025,STORE,WA
9274763239,2017-04-27,1984-04-08,M,M,329,STORE,WA
7300383730,2017-05-24,1983-12-09,M,M,MOB,MOBILE,ACT
3958873478,2018-06-24,1986-04-06,F,W,MOB,MOBILE,QLD
8196943349,2019-10-18,1983-08-31,M,S,MOB,MOBILE,NT
244977013,2019-05-15,1992-04-05,O,S,805,STORE,TAS
4568533862,2019-10-25,1979-09-22,O,D,MOB,MOBILE,TAS
7593284557,2017-05-10,1990-05-10,F,M,MOB,MOBILE,WA
7832408871,2019-07-18,1993-01-20,M,S,MOB,MOBILE,QLD
9756617349,2018-04-06,1974-01-29,O,W,482,STORE,NT
4165726028,2017-07-11,1976-01-10,M,D,MOB,MOBILE,NSW
8419991536,2017-07-10,2001-05-19,M,M,MOB,MOBILE,QLD
2482189034,2019-06-27,1982-10-29,O,W,MOB,MOBILE,SA
9752776707,2019-12-17,1986-07-13,F,W,MOB,MOBILE,WA
9096513899,2018-12-31,2000-09-03,M,M,MOB,MOBILE,VIC
41621823,2019-01-27,1995-04-07,M,W,MOB,MOBILE,WA
5171026036,2019-11-27,1975-09-04,O,D,MOB,MOBILE,QLD
3160883475,2018-01-30,1994-08-24,O,S,MOB,MOBILE,WA
726992810,2018-10-22,1979-01-13,O,S,MOB,MOBILE,NT
2017408605,2017-12-24,1995-11-19,O,S,MOB,MOBILE,QLD
4909115233,2019-09-20,1998-09-29,M,M,MOB,MOBILE,QLD
778200768,2019-02-02,1975-04-15,O,D,MOB,MOBILE,SA
6943783452,2019-10-06,1986-05-25,F,M,MOB,MOBILE,TAS
2364162005,2017-03-12,1989-08-30,O,W,MOB,MOBILE,NT
6217928122,2018-12-23,1970-04-27,M,W,MOB,MOBILE,WA
6444518714,2019-01-14,2002-04-06,M,S,132,STORE,QLD
9484987336,2019-06-29,1979-05-29,M,S,MOB,MOBILE,SA
9910912036,2018-09-10,1992-08-03,M,D,MOB,MOBILE,WA
8415561142,2017-06-16,1983-11-29,M,D,195,STORE,NT
222453579,2019-03-17,1999-03-31,F,S,934,STORE,SA
4934062187,2017-03-22,1999-06-21,M,M,331,STORE,NSW
7025013227,2019-08-25,1970-10-06,F,M,MOB,MOBILE,QLD
8523490772,2017-07-28,1983-11-15,F,D,MOB,MOBILE,WA
8778451678,2017-11-05,1988-08-24,M,S,456,STORE,ACT
4435982300,2019-02-08,2001-01-15,O,D,540,STORE,WA
8408383926,2019-10-06,1988-04-15,M,S,080,STORE,SA
7418943887,2017-09-02,1975-09-24,M,D,MOB,MOBILE,WA
7249058116,2019-03-21,1993-01-04,O,D,713,STORE,SA
1560689292,2017-02-06,2000-06-06,M,D,MOB,MOBILE,WA
8058642461,2018-11-13,1986-07-02,M,S,MOB,MOBILE,NT
9410922012,2018-10-30,1975-09-18,F,W,MOB,MOBILE,ACT
1172459451,2017-01-26,1973-09-06,F,S,MOB,MOBILE,NT
9648125322,2019-11-24,1998-01-20,F,W,MOB,MOBILE,QLD
4045176447,2019-08-13,1979-06-11,M,W,912,STORE,TAS
1262285152,2017-08-06,1993-11-26,F,D,975,STORE,QLD
1512896779,2019-10-07,1992-08-15,O,M,MOB,MOBILE,SA
2576446207,2018-05-05,1992-08-24,M,S,MOB,MOBILE,VIC
776049176,2017-06-21,1981-01-04,F,W,224,STORE,NT
4478924492,2018-01-26,1986-10-16,O,S,374,STORE,NT
8210623156,2018-11-04,1971-10-17,O,M,MOB,MOBILE,WA
2415635767,2019-04-12,1977-10-19,O,W,925,STORE,SA
1192667869,2017-04-16,1979-05-09,O,D,051,STORE,VIC
258627226,2019-01-29,1971-04-14,F,S,MOB,MOBILE,NSW
4270040983,2017-12-12,1983-01-30,F,D,257,STORE,WA
9866997509,2019-06-02,1992-02-14,M,D,MOB,MOBILE,QLD
2662987769,2017-02-24,1993-10-05,O,D,MOB,MOBILE,TAS
2017216102,2018-01-29,2001-03-08,O,M,MOB,MOBILE,SA
2932592270,2018-06-30,1975-10-06,F,S,MOB,MOBILE,QLD
2462940314,2019-05-22,1993-08-17,M,D,MOB,MOBILE,QLD
140020439,2017-05-17,2002-12-16,F,D,926,STORE,ACT
6254812215,2019-04-10,1988-06-23,F,D,027,STORE,TAS
2958107415,2017-06-14,1999-06-05,F,M,MOB,MOBILE,TAS
3240808565,2019-05-19,1987-01-05,F,D,741,STORE,QLD
6244886753,2019-01-28,1979-04-03,O,W,348,STORE,TAS
5535846531,2017-08-12,1977-11-25,O,S,MOB,MOBILE,SA
356023321,2017-12-01,1995-08-05,F,S,916,STORE,ACT
768797312,2017-02-10,1992-05-23,O,S,180,STORE,QLD
7515398070,2018-02-23,2004-04-21,M,S,350,STORE,TAS
6945102686,2018-05-20,2005-08-02,F,W,719,STORE,TAS
7219518894,2018-05-31,1987-12-03,M,M,MOB,MOBILE,SA
1400947854,2017-10-06,2005-11-01,F,S,431,STORE,NSW
755920021,2017-02-06,2003-02-24,M,W,542,STORE,NT
2888060312,2018-10-07,1988-12-23,F,W,MOB,MOBILE,VIC
9094787856,2019-06-01,1973-09-18,O,S,074,STORE,ACT
1149300053,2017-02-07,1999-02-22,F,W,MOB,MOBILE,VIC
3412488993,2018-09-29,1981-05-03,O,W,MOB,MOBILE,WA
2209470777,2017-04-06,1972-02-29,O,M,014,STORE,WA
6163845841,2017-09-26,1992-02-19,M,W,952,STORE,NT
1847576286,2018-05-23,1981-08-29,M,W,MOB,MOBILE,NT
7852415057,2017-11-22,1972-02-25,O,D,454,STORE,WA
4134220200,2018-04-06,1997-03-16,F,S,MOB,MOBILE,SA
9393344072,2018-03-14,1983-12-29,M,D,MOB,MOBILE,NSW
2207681641,2018-11-13,1977-11-26,M,W,MOB,MOBILE,NT
1265829423,2017-05-22,1997-06-09,F,S,414,STORE,ACT
5662808959,2019-01-17,1990-07-06,O,S,684,STORE,NSW
7233980017,2019-10-20,1971-07-13,M,D,MOB,MOBILE,WA
9495313391,2017-06-03,1977-01-26,O,M,518,STORE,SA
1716229980,2017-01-01,2005-08-14,O,S,MOB,MOBILE,VIC
2456829791,2017-08-17,1997-06-20,M,M,MOB,MOBILE,WA
7639676408,2019-11-24,1981-04-16,O,D,679,STORE,VIC
6618236252,2017-07-06,1980-11-04,O,M,591,STORE,WA
6446708776,2018-10-21,1998-09-15,F,W,MOB,MOBILE,TAS
5787828062,2019-01-07,2003-03-16,M,M,028,STORE,WA
2180205356,2018-01-01,1993-06-01,M,M,MOB,MOBILE,TAS
6491720707,2017-01-20,2004-08-21,O,D,096,STORE,NT
4105948989,2019-03-17,2002-11-18,M,D,MOB,MOBILE,ACT
989183267,2018-10-18,1974-01-16,M,D,MOB,MOBILE,ACT
5971489499,2019-05-13,1972-02-26,F,W,867,STORE,ACT
1127130084,2017-01-05,1980-11-01,O,S,MOB,MOBILE,NT
4415867110,2018-10-08,1975-07-23,O,M,828,STORE,WA
3615841202,2019-12-24,1987-04-24,M,M,382,STORE,NSW
1151369438,2017-01-01,1990-06-20,F,S,MOB,MOBILE,SA
6394142740,2017-10-12,1972-11-03,F,M,MOB,MOBILE,NSW
6474484606,2019-08-02,1989-11-15,F,M,MOB,MOBILE,NSW
264776997,2019-11-01,1979-12-05,F,M,818,STORE,NT
6425106732,2019-10-30,1993-03-19,M,M,076,STORE,NSW
9398182209,2018-02-15,1998-07-12,O,D,251,STORE,QLD
8060204078,2018-07-06,1997-09-14,F,S,224,STORE,NSW
6538724152,2018-04-09,1975-10-12,M,S,MOB,MOBILE,NT
8253811052,2017-09-25,1982-08-02,O,S,MOB,MOBILE,NT
9481526135,2017-10-22,2000-11-29,F,M,475,STORE,ACT
2537445096,2019-10-17,1998-04-07,O,S,678,STORE,QLD
4927142947,2017-03-10,1993-05-18,F,D,MOB,MOBILE,WA
5565381594,2018-01-22,1989-06-13,F,D,MOB,MOBILE,ACT
6820596108,2019-08-12,1985-08-04,M,D,MOB,MOBILE,WA
4849311288,2017-12-30,1993-01-27,O,D,MOB,MOBILE,NSW
6819471767,2017-02-26,1983-07-06,O,D,041,STORE,NT
9475057771,2018-09-28,1980-07-19,O,S,020,STORE,NSW
2381103578,2018-08-25,1981-08-03,O,M,810,STORE,VIC
2091185243,2018-02-08,1975-03-29,F,M,243,STORE,VIC
5177992316,2019-08-17,2000-11-18,O,M,MOB,MOBILE,VIC
9587997686,2019-06-14,1974-02-24,F,W,MOB,MOBILE,WA
8822010286,2017-02-24,1987-06-23,O,W,823,STORE,SA
8934365082,2018-04-19,1979-02-13,F,M,MOB,MOBILE,ACT
5726802824,2019-09-29,2000-01-25,M,D,MOB,MOBILE,QLD
7737530639,2018-10-01,1970-01-01,M,D,828,STORE,NSW
3048352179,2018-11-26,2001-11-05,F,W,MOB,MOBILE,NSW
3835396892,2017-02-04,1977-04-29,F,M,833,STORE,ACT
2554508245,2019-06-19,1988-09-30,M,M,627,STORE,ACT
783856237,2017-06-07,1990-05-05,O,M,MOB,MOBILE,NT
7341673106,2018-05-21,1973-07-14,F,W,MOB,MOBILE,TAS
5374502622,2017-09-21,1994-11-03,M,S,MOB,MOBILE,SA
3154951874,2019-08-29,1989-12-20,M,D,MOB,MOBILE,VIC
3760373076,2018-05-13,1980-01-31,M,D,MOB,MOBILE,VIC
5624914765,2018-09-20,1981-05-09,M,S,158,STORE,WA
678587594,2018-11-23,1996-11-25,M,D,MOB,MOBILE,WA
5872303510,2017-03-24,1998-03-11,M,W,MOB,MOBILE,TAS
8496520633,2019-09-02,1976-08-28,O,S,MOB,MOBILE,QLD
8495731434,2019-08-23,1983-08-13,M,S,MOB,MOBILE,SA
6810838541,2018-06-22,2003-03-19,O,D,MOB,MOBILE,NT
1203026370,2019-09-16,1978-04-05,M,W,161,STORE,SA
9252683055,2017-01-21,1987-02-14,O,D,MOB,MOBILE,NSW
1823866597,2017-05-24,1996-08-25,O,W,854,STORE,VIC
9120093132,2017-06-17,2001-05-10,O,D,MOB,MOBILE,NSW
8837671238,2017-09-05,1982-03-05,O,D,813,STORE,ACT
990244317,2019-03-21,1998-02-11,O,W,MOB,MOBILE,SA
9538817394,2018-01-29,1980-12-07,F,M,MOB,MOBILE,WA
2407488877,2017-03-06,1988-05-26,F,S,435,STORE,SA
5303678807,2017-05-09,1979-01-13,F,D,MOB,MOBILE,NSW
785052117,2017-03-25,1986-12-31,M,S,MOB,MOBILE,ACT
4903664304,2017-11-10,1974-03-05,M,D,MOB,MOBILE,NSW
3254820313,2018-07-18,1977-09-29,O,M,906,STORE,WA
8341350073,2017-10-31,1976-02-14,O,M,581,STORE,WA
5110862877,2018-02-21,2003-07-27,F,S,MOB,MOBILE,TAS
3870276687,2018-09-14,2005-01-09,M,W,507,STORE,TAS
3823745941,2017-11-14,1972-10-03,M,W,MOB,MOBILE,SA
8538224390,2018-12-10,1993-01-24,F,W,331,STORE,SA
2206567168,2018-07-30,1997-06-14,F,W,MOB,MOBILE,ACT
3331417106,2019-09-09,2001-05-06,O,W,MOB,MOBILE,VIC
5684063802,2017-09-14,1977-11-30,O,W,953,STORE,QLD
22995980,2018-10-03,1993-01-28,O,M,910,STORE,NSW
2864265740,2017-03-14,1987-04-10,M,W,261,STORE,TAS
2579322744,2017-05-12,1994-02-16,M,D,291,STORE,ACT
3481566420,2018-02-21,1994-07-31,M,M,005,STORE,WA
4263242663,2017-05-17,1999-11-02,O,M,553,STORE,SA
2384970085,2018-10-29,1993-06-20,O,M,MOB,MOBILE,ACT
4241771891,2019-02-04,1991-10-02,O,W,MOB,MOBILE,TAS
740625501,2018-12-14,1983-06-17,F,M,MOB,MOBILE,WA
2491170150,2018-01-16,2003-04-07,O,W,283,STORE,SA
5482340387,2019-03-25,1988-06-12,O,W,MOB,MOBILE,QLD
7843232566,2017-03-02,1972-02-15,F,S,MOB,MOBILE,QLD
3625179988,2019-08-14,2000-09-20,O,M,524,STORE,QLD
6402523138,2017-02-24,1988-03-17,M,W,MOB,MOBILE,WA
8313817926,2017-01-09,1987-05-26,O,M,300,STORE,SA
4983314571,2018-05-04,1996-05-20,M,D,802,STORE,SA
976719716,2018-12-23,1981-06-30,F,W,304,STORE,WA
7014169111,2018-08-04,1997-06-04,M,W,104,STORE,NT
4762323961,2017-11-18,1985-02-15,F,D,669,STORE,VIC
7196908778,2019-09-11,1986-08-04,F,S,821,STORE,WA
4542196275,2018-06-09,1978-12-08,F,S,725,STORE,VIC
5079686498,2019-05-07,1994-03-24,M,S,MOB,MOBILE,ACT
9954606457,2019-04-23,1979-06-22,M,M,200,STORE,QLD
9909489163,2018-09-20,1993-05-12,F,D,547,STORE,TAS
1871878606,2018-12-04,1999-05-25,O,D,MOB,MOBILE,NT
7781625468,2019-11-20,1978-10-01,O,D,MOB,MOBILE,VIC
3935637022,2018-01-18,2003-09-04,F,S,MOB,MOBILE,SA
9266709159,2017-04-20,1982-12-11,F,W,862,STORE,VIC
5500401717,2019-08-29,1983-12-16,O,S,MOB,MOBILE,SA
5812569495,2017-05-21,1982-09-30,F,M,MOB,MOBILE,VIC
3026017517,2017-04-01,1974-01-11,F,D,MOB,MOBILE,NSW
5903143956,2019-01-09,1976-03-19,O,M,289,STORE,ACT
271497543,2019-05-14,2001-02-09,F,D,812,STORE,VIC
8986411781,2017-04-07,1984-08-05,F,M,MOB,MOBILE,NT
9453889613,2019-01-08,2003-10-14,O,S,960,STORE,NT
624178577,2017-02-02,2001-07-22,O,M,555,STORE,NT
4537194252,2017-11-02,1986-07-05,O,D,MOB,MOBILE,NT
8637904633,2017-05-23,1977-06-01,O,M,MOB,MOBILE,NSW
7479568571,2017-09-27,1975-10-13,M,S,322,STORE,TAS
6257957849,2017-12-24,1984-04-28,M,W,682,STORE,SA
5855724921,2019-05-04,1999-09-06,F,M,MOB,MOBILE,SA
6426716297,2019-08-19,1985-05-15,M,S,834,STORE,ACT
6079001078,2018-09-19,1973-01-04,M,S,562,STORE,NSW
8783722100,2019-11-23,1976-02-21,M,S,MOB,MOBILE,SA
1098947400,2019-08-13,1980-02-29,M,D,MOB,MOBILE,ACT
720301272,2018-08-18,1975-06-25,F,W,579,STORE,TAS
9049600805,2017-11-30,1972-09-11,M,M,269,STORE,NSW
3656589854,2019-07-19,1971-10-05,O,S,373,STORE,NT
7067187340,2019-05-16,1973-05-14,O,D,MOB,MOBILE,NSW
6604344116,2018-09-19,2001-04-02,F,D,741,STORE,NSW
6716321950,2019-11-27,1995-12-07,O,D,MOB,MOBILE,QLD
9730338292,2019-06-04,1987-08-09,F,W,MOB,MOBILE,NT
8200127295,2017-08-03,1970-07-29,M,D,MOB,MOBILE,VIC
4151332886,2018-01-27,1975-04-11,F,S,018,STORE,TAS
1902524551,2017-06-24,1991-07-08,O,D,753,STORE,QLD
6363812437,2017-11-11,1976-03-09,M,W,902,STORE,WA
6021572252,2017-05-13,2004-02-15,O,S,633,STORE,VIC
2890776482,2017-12-19,1972-02-22,F,S,MOB,MOBILE,TAS
525882414,2019-10-11,1998-05-22,M,M,MOB,MOBILE,VIC
4060061548,2019-01-14,1984-01-22,O,S,241,STORE,TAS
7497867479,2017-11-10,1975-05-09,O,D,MOB,MOBILE,ACT
4500347120,2017-07-01,1980-07-22,M,W,MOB,MOBILE,VIC
5926178699,2017-11-04,2001-08-27,F,D,MOB,MOBILE,WA
6157381613,2018-02-16,2000-08-29,O,W,997,STORE,QLD
8500079390,2019-01-20,1981-02-03,F,D,731,STORE,ACT
4849138657,2018-09-29,1979-06-11,O,D,278,STORE,NT
4368144823,2018-01-26,2005-02-11,F,S,052,STORE,TAS
1133354854,2017-04-04,1972-03-20,O,S,MOB,MOBILE,SA
571378448,2019-02-14,1984-05-16,F,S,021,STORE,TAS
808985220,2019-06-11,2002-10-13,M,S,MOB,MOBILE,ACT
8143218619,2017-07-26,1972-03-18,M,D,509,STORE,TAS
6921873197,2018-01-03,1974-02-28,M,W,MOB,MOBILE,NT
663917901,2018-01-07,1971-04-22,M,D,MOB,MOBILE,NT
8315044507,2019-07-01,1992-07-08,M,M,151,STORE,QLD
1660214741,2019-02-16,2004-09-20,O,S,472,STORE,VIC
6899484917,2019-03-03,1991-08-13,M,M,MOB,MOBILE,TAS
5767852051,2018-01-03,1976-02-16,O,M,MOB,MOBILE,WA
4383045807,2017-10-11,1995-05-15,M,D,MOB,MOBILE,VIC
3811959524,2017-04-22,1986-03-13,M,D,407,STORE,ACT
4316606841,2019-08-16,1982-10-25,M,D,MOB,MOBILE,QLD
4508396916,2019-06-08,1991-04-14,F,W,784,STORE,SA
5424847626,2017-10-21,1997-07-24,O,W,144,STORE,SA
2880399391,2017-02-02,1975-08-12,M,D,949,STORE,WA
1558873554,2017-11-12,1977-03-18,F,M,MOB,MOBILE,TAS
447700993,2018-11-03,2000-03-20,F,D,412,STORE,SA
2527012150,2017-06-29,1984-03-13,F,S,MOB,MOBILE,WA
5150168277,2019-06-11,1977-09-18,O,D,652,STORE,WA
8118188051,2017-06-07,1992-09-02,O,W,163,STORE,QLD
7001277002,2017-10-06,1980-07-17,O,W,473,STORE,NT
6080731203,2018-05-13,1979-06-29,F,W,783,STORE,TAS
5863612801,2018-10-03,1987-02-02,F,W,MOB,MOBILE,NSW
1286968789,2019-04-16,1986-08-11,F,D,MOB,MOBILE,VIC
7258842261,2019-01-26,1984-10-25,F,W,MOB,MOBILE,ACT
5537698248,2019-05-21,1971-07-01,O,M,887,STORE,SA
1694736658,2018-09-15,1975-08-30,M,S,858,STORE,NT
9588095490,2017-02-04,1990-12-28,O,D,MOB,MOBILE,NT
7127602932,2018-07-08,2003-02-26,M,W,622,STORE,ACT
982281169,2017-03-22,1997-09-07,O,M,258,STORE,VIC
6124544746,2019-11-21,1992-07-10,O,W,MOB,MOBILE,WA
3041587482,2018-12-20,1993-01-04,F,M,MOB,MOBILE,TAS
9261520431,2019-09-12,1970-02-21,M,W,910,STORE,ACT
8117907603,2018-11-15,1973-01-30,M,W,402,STORE,WA
2914704441,2019-12-25,1971-06-03,O,S,MOB,MOBILE,WA
2160066492,2018-11-21,1978-08-02,F,S,MOB,MOBILE,NSW
5581184432,2018-08-02,1989-06-21,O,M,MOB,MOBILE,TAS
2191042225,2018-10-20,1996-04-14,F,M,760,STORE,WA
8763383765,2017-04-10,1978-09-08,F,S,MOB,MOBILE,ACT
2922221387,2019-06-23,2001-10-26,F,D,676,STORE,SA
8083328380,2017-06-18,1986-12-22,O,W,631,STORE,QLD
8819022463,2018-11-06,1985-05-03,O,M,MOB,MOBILE,SA
7843703875,2019-10-25,1975-11-09,M,W,863,STORE,WA
9677089858,2018-08-29,2001-11-13,O,M,MOB,MOBILE,ACT
2483252380,2018-04-26,1975-03-19,O,D,860,STORE,TAS
664370835,2019-08-25,2001-11-26,M,S,008,STORE,VIC
9283130691,2019-03-27,1997-05-23,F,D,MOB,MOBILE,NT
9527835311,2018-11-21,1998-02-10,O,M,MOB,MOBILE,VIC
4220344308,2018-11-17,1974-06-13,O,S,141,STORE,SA
5778817984,2017-06-17,1977-05-01,M,W,635,STORE,SA
7988634906,2018-01-05,1970-03-15,O,S,376,STORE,WA
8391053667,2017-08-10,2003-10-07,F,W,MOB,MOBILE,TAS
8456862604,2018-09-28,1976-01-11,O,S,MOB,MOBILE,TAS
4972647515,2019-08-23,2001-12-01,M,W,MOB,MOBILE,NT
1940526145,2019-08-04,1986-11-03,M,W,831,STORE,TAS
8663516130,2018-07-26,1978-08-27,F,S,965,STORE,NSW
5778772208,2017-08-18,1991-03-02,M,M,MOB,MOBILE,WA
4145834642,2017-05-12,1977-08-24,O,M,817,STORE,QLD
6839934323,2018-02-16,1981-10-19,F,S,640,STORE,VIC
4362896038,2017-03-22,1971-01-20,M,M,MOB,MOBILE,QLD
7556614457,2019-12-02,1985-04-15,F,M,023,STORE,SA
3637173610,2017-12-12,2004-03-31,F,S,MOB,MOBILE,ACT
6978116714,2018-10-28,1999-03-06,F,S,401,STORE,NSW
2963269263,2017-03-23,1973-05-19,O,M,MOB,MOBILE,VIC
6063603759,2018-08-18,1995-01-16,O,S,MOB,MOBILE,NT
4294406726,2019-01-05,1982-02-03,M,D,439,STORE,TAS
3594468418,2019-08-16,2002-11-19,O,D,123,STORE,NT
2229481331,2019-04-29,2003-03-14,M,M,230,STORE,QLD
6383953310,2018-06-03,1975-08-16,O,M,MOB,MOBILE,WA
218596145,2019-03-31,2000-02-17,M,M,MOB,MOBILE,ACT
3909521426,2019-05-10,1999-02-01,O,M,937,STORE,TAS
6550741473,2018-02-21,1975-11-17,F,S,995,STORE,NSW
2621924696,2019-09-29,1987-09-04,O,W,265,STORE,VIC
3901284078,2019-11-24,2002-03-03,M,D,620,STORE,NT
7305110168,2017-06-01,2003-08-19,F,S,MOB,MOBILE,NT
1050310131,2017-03-29,1991-08-01,M,S,118,STORE,NT
8334170375,2018-12-04,1993-07-16,M,M,MOB,MOBILE,NSW
3404313011,2019-06-14,1991-04-18,M,M,MOB,MOBILE,ACT
5566688923,2017-11-11,1994-03-16,O,W,MOB,MOBILE,NSW
1884450992,2019-11-21,1983-05-04,O,M,MOB,MOBILE,QLD
8218528013,2019-06-29,1991-10-03,M,S,MOB,MOBILE,TAS
6382566131,2018-07-12,1982-11-13,M,D,MOB,MOBILE,SA
738054376,2017-02-20,1987-12-04,M,D,MOB,MOBILE,NSW
2633631023,2017-05-18,1984-06-27,F,M,425,STORE,VIC
4281828477,2018-01-08,1987-10-31,F,W,666,STORE,TAS
3045591520,2017-03-01,1972-11-12,M,W,MOB,MOBILE,VIC
1811320342,2019-07-13,1996-04-10,O,S,299,STORE,ACT
2776822639,2018-09-03,2003-11-17,M,M,MOB,MOBILE,VIC
8039297887,2018-11-13,1995-08-13,M,D,MOB,MOBILE,TAS
7111985560,2019-10-29,1986-11-21,F,S,040,STORE,VIC
400038240,2018-09-04,1996-07-11,F,W,MOB,MOBILE,NSW
2447871187,2018-12-08,1987-07-24,M,M,MOB,MOBILE,WA
699827968,2017-08-04,1979-11-21,O,M,MOB,MOBILE,TAS
2234578462,2018-09-28,1991-08-25,F,W,MOB,MOBILE,ACT
466449959,2018-10-14,2004-06-02,M,M,MOB,MOBILE,ACT
2849746292,2019-12-23,1978-08-29,M,D,MOB,MOBILE,VIC
