MEMBER_NO,DATE,BRANCH_CODE,BRANCH_TYPE,AMOUNT,CURRENCY,TRAN_CODE,TRAN_DESC
5074411785,2020-04-10,423,STORE,6393.25,PHP,IN1004,TYPE4
6741848759,2020-03-09,MOB,MOBILE,4569.00,PHP,IN1004,TYPE4
1733605482,2020-10-10,227,STORE,3619.75,PHP,IN1003,TYPE3
1192225666,2020-12-25,739,STORE,1939.50,PHP,IN1005,TYPE5
0199862550,2020-11-14,569,STORE,2651.00,PHP,IN1004,TYPE4
1085136658,2020-11-02,277,STORE,1296.50,PHP,IN1003,TYPE3
8470664669,2020-01-13,567,STORE,3416.00,PHP,IN1001,TYPE1
0859096523,2020-09-13,708,STORE,728.50,PHP,IN1003,TYPE3
6926623563,2020-07-28,560,STORE,7299.75,PHP,IN1004,TYPE4
5098507138,2020-03-29,MOB,MOBILE,4431.25,PHP,IN1002,TYPE2
5166473306,2020-06-23,732,STORE,2769.75,PHP,IN1001,TYPE1
7370844217,2020-11-07,857,STORE,8768.00,PHP,IN1004,TYPE4
0179874870,2020-05-22,352,STORE,7057.25,PHP,IN1004,TYPE4
0584992422,2020-11-29,881,STORE,9092.50,PHP,IN1002,TYPE2
0572214249,2020-08-23,MOB,MOBILE,6144.25,PHP,IN1002,TYPE2
2987057861,2020-03-07,821,STORE,6596.25,PHP,IN1001,TYPE1
0183863440,2020-02-11,MOB,MOBILE,7781.50,PHP,IN1005,TYPE5
6455682460,2020-12-21,629,STORE,441.75,PHP,IN1005,TYPE5
6794465061,2020-07-17,MOB,MOBILE,5199.25,PHP,IN1001,TYPE1
9082119199,2020-12-10,304,STORE,9842.50,PHP,IN1005,TYPE5
1813560959,2020-01-02,454,STORE,5513.50,PHP,IN1003,TYPE3
4286758910,2020-01-18,MOB,MOBILE,7287.00,PHP,IN1003,TYPE3
8609751719,2020-09-17,MOB,MOBILE,7641.50,PHP,IN1003,TYPE3
2560385709,2020-02-08,828,STORE,2884.75,PHP,IN1001,TYPE1
6838708452,2020-06-24,714,STORE,8004.50,PHP,IN1003,TYPE3
5448159547,2020-08-15,573,STORE,1284.75,PHP,IN1002,TYPE2
0826144994,2020-10-14,MOB,MOBILE,8236.25,PHP,IN1002,TYPE2
3189814031,2020-03-31,826,STORE,2968.75,PHP,IN1004,TYPE4
2687440704,2020-12-11,439,STORE,7080.00,PHP,IN1003,TYPE3
0197996558,2020-05-22,367,STORE,7030.00,PHP,IN1004,TYPE4
7465378306,2020-08-03,665,STORE,8667.75,PHP,IN1004,TYPE4
4601099730,2020-01-02,MOB,MOBILE,1357.50,PHP,IN1002,TYPE2
0563241502,2020-07-19,236,STORE,2570.00,PHP,IN1005,TYPE5
1734609913,2020-10-30,131,STORE,2874.25,PHP,IN1005,TYPE5
5637469015,2020-01-24,MOB,MOBILE,4931.25,PHP,IN1004,TYPE4
0475163734,2020-03-23,122,STORE,3969.75,PHP,IN1001,TYPE1
9506100880,2020-11-15,801,STORE,6097.50,PHP,IN1002,TYPE2
9289242152,2020-11-01,675,STORE,5992.25,PHP,IN1003,TYPE3
6046627443,2020-07-14,802,STORE,7912.50,PHP,IN1003,TYPE3
6701627395,2020-05-11,744,STORE,8642.25,PHP,IN1002,TYPE2
4486203521,2020-01-01,MOB,MOBILE,2973.25,PHP,IN1001,TYPE1
5926375287,2020-01-22,242,STORE,2078.50,PHP,IN1003,TYPE3
2713821650,2020-02-26,MOB,MOBILE,4084.00,PHP,IN1002,TYPE2
0413164391,2020-03-25,519,STORE,4728.25,PHP,IN1004,TYPE4
7471239285,2020-02-27,MOB,MOBILE,824.50,PHP,IN1003,TYPE3
0305591604,2020-10-19,068,STORE,3406.00,PHP,IN1002,TYPE2
8767015483,2020-11-12,MOB,MOBILE,2154.50,PHP,IN1005,TYPE5
2392473256,2020-04-14,770,STORE,6381.00,PHP,IN1001,TYPE1
9255403926,2020-06-07,184,STORE,2967.25,PHP,IN1004,TYPE4
7409205932,2020-08-13,486,STORE,7528.50,PHP,IN1004,TYPE4
9516342446,2020-10-24,MOB,MOBILE,5644.00,PHP,IN1005,TYPE5
2019686265,2020-04-06,MOB,MOBILE,2819.25,PHP,IN1003,TYPE3
3451722203,2020-06-22,MOB,MOBILE,1163.50,PHP,IN1003,TYPE3
9827926228,2020-02-27,MOB,MOBILE,1512.50,PHP,IN1005,TYPE5
3581475841,2020-09-17,599,STORE,1247.75,PHP,IN1003,TYPE3
3479246017,2020-06-23,353,STORE,4669.75,PHP,IN1005,TYPE5
3017818767,2020-12-02,271,STORE,1878.50,PHP,IN1001,TYPE1
4439332575,2020-09-05,522,STORE,1997.25,PHP,IN1001,TYPE1
0676853113,2020-07-27,MOB,MOBILE,8979.00,PHP,IN1001,TYPE1
5868568193,2020-09-14,MOB,MOBILE,8177.00,PHP,IN1001,TYPE1
2878151814,2020-02-02,MOB,MOBILE,8586.50,PHP,IN1003,TYPE3
7347710038,2020-06-20,MOB,MOBILE,6992.25,PHP,IN1003,TYPE3
5195532599,2020-09-09,MOB,MOBILE,841.25,PHP,IN1005,TYPE5
6219887004,2020-06-24,MOB,MOBILE,4540.00,PHP,IN1002,TYPE2
0006639752,2020-12-18,MOB,MOBILE,3129.50,PHP,IN1004,TYPE4
3225192100,2020-10-09,125,STORE,6773.50,PHP,IN1002,TYPE2
2392422421,2020-02-05,790,STORE,6690.75,PHP,IN1002,TYPE2
5439907867,2020-06-28,MOB,MOBILE,1273.00,PHP,IN1003,TYPE3
9306884098,2020-07-15,MOB,MOBILE,6701.00,PHP,IN1005,TYPE5
8730600466,2020-11-25,636,STORE,3979.25,PHP,IN1001,TYPE1
5486899827,2020-11-18,858,STORE,8175.50,PHP,IN1003,TYPE3
8795034171,2020-11-29,729,STORE,4064.00,PHP,IN1001,TYPE1
9968057619,2020-07-07,MOB,MOBILE,3354.25,PHP,IN1003,TYPE3
3356012549,2020-04-23,770,STORE,5789.00,PHP,IN1003,TYPE3
3837690007,2020-09-01,MOB,MOBILE,4236.75,PHP,IN1003,TYPE3
1510857326,2020-01-31,396,STORE,9421.25,PHP,IN1002,TYPE2
5298900089,2020-07-29,MOB,MOBILE,4844.75,PHP,IN1003,TYPE3
2526326127,2020-09-18,933,STORE,6451.75,PHP,IN1003,TYPE3
9247938705,2020-01-30,306,STORE,7841.50,PHP,IN1001,TYPE1
4488604359,2020-06-30,430,STORE,264.25,PHP,IN1004,TYPE4
5842081317,2020-07-14,069,STORE,8711.25,PHP,IN1002,TYPE2
1137133597,2020-07-08,979,STORE,5330.25,PHP,IN1005,TYPE5
7796961058,2020-04-13,560,STORE,8761.75,PHP,IN1001,TYPE1
7736594164,2020-02-23,157,STORE,9393.00,PHP,IN1003,TYPE3
9088151999,2020-04-30,066,STORE,4238.25,PHP,IN1005,TYPE5
3354227904,2020-07-08,566,STORE,1979.75,PHP,IN1004,TYPE4
5710361841,2020-08-13,MOB,MOBILE,5429.50,PHP,IN1002,TYPE2
9721204292,2020-09-09,MOB,MOBILE,2205.25,PHP,IN1001,TYPE1
3456321025,2020-11-15,854,STORE,3183.00,PHP,IN1005,TYPE5
1196904847,2020-04-18,MOB,MOBILE,8834.25,PHP,IN1003,TYPE3
6712644311,2020-02-26,MOB,MOBILE,769.25,PHP,IN1002,TYPE2
8451762032,2020-05-09,459,STORE,6766.50,PHP,IN1005,TYPE5
3874927909,2020-02-05,MOB,MOBILE,5876.25,PHP,IN1003,TYPE3
8200549316,2020-10-23,610,STORE,8524.50,PHP,IN1001,TYPE1
3578049483,2020-06-01,MOB,MOBILE,4001.00,PHP,IN1003,TYPE3
6311728856,2020-03-24,MOB,MOBILE,1998.50,PHP,IN1003,TYPE3
6755077055,2020-01-27,017,STORE,1707.50,PHP,IN1004,TYPE4
4561147002,2020-06-09,MOB,MOBILE,1941.50,PHP,IN1001,TYPE1
3818190411,2020-11-21,MOB,MOBILE,3783.25,PHP,IN1004,TYPE4
6169861560,2020-02-27,MOB,MOBILE,1797.00,PHP,IN1002,TYPE2
1249222739,2020-08-09,MOB,MOBILE,2392.00,PHP,IN1001,TYPE1
4234422941,2020-06-24,MOB,MOBILE,2098.75,PHP,IN1001,TYPE1
7934864310,2020-10-12,MOB,MOBILE,7328.00,PHP,IN1001,TYPE1
1036428673,2020-06-07,895,STORE,1321.50,PHP,IN1005,TYPE5
3787311657,2020-03-14,554,STORE,3451.50,PHP,IN1003,TYPE3
7330830047,2020-12-21,890,STORE,3853.00,PHP,IN1004,TYPE4
6955877819,2020-01-26,MOB,MOBILE,5293.25,PHP,IN1002,TYPE2
6658741462,2020-05-17,MOB,MOBILE,924.75,PHP,IN1003,TYPE3
8944543085,2020-05-03,818,STORE,2987.75,PHP,IN1001,TYPE1
3691900491,2020-07-27,839,STORE,506.00,PHP,IN1004,TYPE4
3937182818,2020-12-28,MOB,MOBILE,8053.25,PHP,IN1003,TYPE3
0315036325,2020-07-29,178,STORE,1395.50,PHP,IN1002,TYPE2
8037101897,2020-04-09,MOB,MOBILE,9755.00,PHP,IN1003,TYPE3
8746146611,2020-05-25,821,STORE,4709.25,PHP,IN1002,TYPE2
3838503221,2020-07-09,446,STORE,3644.25,PHP,IN1005,TYPE5
0385697371,2020-10-18,MOB,MOBILE,1639.50,PHP,IN1005,TYPE5
4142261061,2020-12-27,842,STORE,9570.25,PHP,IN1002,TYPE2
3513529385,2020-02-16,483,STORE,3588.25,PHP,IN1005,TYPE5
9161625912,2020-05-09,966,STORE,6270.75,PHP,IN1003,TYPE3
3657234458,2020-07-30,MOB,MOBILE,1876.00,PHP,IN1002,TYPE2
5681868123,2020-05-07,MOB,MOBILE,1454.25,PHP,IN1005,TYPE5
5657848017,2020-07-29,MOB,MOBILE,4731.00,PHP,IN1003,TYPE3
6190348453,2020-09-04,MOB,MOBILE,2637.50,PHP,IN1001,TYPE1
9908739156,2020-11-27,MOB,MOBILE,9646.75,PHP,IN1002,TYPE2
1924872176,2020-11-20,657,STORE,269.75,PHP,IN1005,TYPE5
0367373221,2020-02-23,150,STORE,8728.00,PHP,IN1004,TYPE4
9330342839,2020-05-06,707,STORE,5845.50,PHP,IN1004,TYPE4
8876977396,2020-11-25,996,STORE,6852.25,PHP,IN1004,TYPE4
0058917111,2020-08-20,938,STORE,9873.75,PHP,IN1005,TYPE5
0275494111,2020-01-21,569,STORE,4286.00,PHP,IN1001,TYPE1
5381381991,2020-08-20,426,STORE,190.00,PHP,IN1004,TYPE4
1307942822,2020-02-21,MOB,MOBILE,6988.50,PHP,IN1002,TYPE2
3233852193,2020-06-21,527,STORE,5230.25,PHP,IN1004,TYPE4
2686803690,2020-11-23,MOB,MOBILE,9023.00,PHP,IN1002,TYPE2
4618381151,2020-02-24,MOB,MOBILE,9151.75,PHP,IN1005,TYPE5
4309540057,2020-03-22,MOB,MOBILE,8590.75,PHP,IN1002,TYPE2
8576982931,2020-07-10,375,STORE,5463.00,PHP,IN1004,TYPE4
2367950117,2020-02-20,007,STORE,4981.00,PHP,IN1003,TYPE3
9368852730,2020-03-28,785,STORE,7651.25,PHP,IN1005,TYPE5
7094405654,2020-03-27,MOB,MOBILE,1319.75,PHP,IN1001,TYPE1
7094837207,2020-05-21,227,STORE,427.50,PHP,IN1001,TYPE1
7156778699,2020-03-19,098,STORE,2622.25,PHP,IN1001,TYPE1
6178293617,2020-01-04,MOB,MOBILE,8238.50,PHP,IN1005,TYPE5
2049719009,2020-11-20,MOB,MOBILE,2303.25,PHP,IN1004,TYPE4
4465908612,2020-10-19,MOB,MOBILE,9453.75,PHP,IN1004,TYPE4
7055421205,2020-11-22,187,STORE,7585.00,PHP,IN1003,TYPE3
2807588100,2020-04-09,MOB,MOBILE,167.75,PHP,IN1002,TYPE2
3378888309,2020-03-11,MOB,MOBILE,1388.50,PHP,IN1002,TYPE2
4783452146,2020-02-24,795,STORE,9049.00,PHP,IN1001,TYPE1
8798970238,2020-11-21,756,STORE,2867.50,PHP,IN1001,TYPE1
8423896512,2020-04-06,711,STORE,8958.00,PHP,IN1004,TYPE4
8144686523,2020-02-03,259,STORE,3411.50,PHP,IN1003,TYPE3
8737088635,2020-12-18,MOB,MOBILE,3486.00,PHP,IN1002,TYPE2
2373325344,2020-11-28,MOB,MOBILE,3855.75,PHP,IN1002,TYPE2
8512866275,2020-08-05,MOB,MOBILE,8557.25,PHP,IN1002,TYPE2
2674619498,2020-12-14,MOB,MOBILE,2733.00,PHP,IN1005,TYPE5
1418528579,2020-01-20,MOB,MOBILE,6143.25,PHP,IN1003,TYPE3
3549266574,2020-04-01,MOB,MOBILE,774.25,PHP,IN1003,TYPE3
5589305279,2020-03-18,241,STORE,683.00,PHP,IN1001,TYPE1
7721091805,2020-11-22,471,STORE,9813.00,PHP,IN1004,TYPE4
7125467785,2020-11-16,568,STORE,6275.25,PHP,IN1005,TYPE5
6666282061,2020-01-13,260,STORE,2023.75,PHP,IN1005,TYPE5
6620613042,2020-01-09,258,STORE,874.50,PHP,IN1005,TYPE5
8397278674,2020-07-10,398,STORE,3465.00,PHP,IN1001,TYPE1
3264661494,2020-11-25,342,STORE,4877.00,PHP,IN1005,TYPE5
0999762378,2020-06-27,MOB,MOBILE,1217.25,PHP,IN1005,TYPE5
6654673102,2020-06-30,MOB,MOBILE,5627.50,PHP,IN1002,TYPE2
7055199442,2020-10-21,840,STORE,8949.00,PHP,IN1005,TYPE5
6351096339,2020-10-08,097,STORE,4708.00,PHP,IN1004,TYPE4
7382957821,2020-04-20,MOB,MOBILE,8101.00,PHP,IN1004,TYPE4
4372593212,2020-08-14,MOB,MOBILE,7825.00,PHP,IN1003,TYPE3
6348028664,2020-07-26,781,STORE,520.25,PHP,IN1004,TYPE4
4126874062,2020-01-03,253,STORE,8709.25,PHP,IN1002,TYPE2
2707492113,2020-11-20,MOB,MOBILE,3889.25,PHP,IN1001,TYPE1
6951526653,2020-05-02,MOB,MOBILE,2187.00,PHP,IN1004,TYPE4
8930482796,2020-10-10,935,STORE,1343.50,PHP,IN1005,TYPE5
4132720372,2020-09-02,MOB,MOBILE,8337.25,PHP,IN1003,TYPE3
7678335901,2020-12-26,259,STORE,2703.50,PHP,IN1005,TYPE5
6203723362,2020-02-28,MOB,MOBILE,5185.25,PHP,IN1004,TYPE4
7626949746,2020-04-22,MOB,MOBILE,3031.00,PHP,IN1005,TYPE5
6542338119,2020-02-12,885,STORE,6921.75,PHP,IN1003,TYPE3
1206215643,2020-04-25,903,STORE,3723.50,PHP,IN1003,TYPE3
9107607030,2020-09-17,MOB,MOBILE,7561.75,PHP,IN1002,TYPE2
2427606640,2020-06-06,MOB,MOBILE,392.25,PHP,IN1005,TYPE5
6671952646,2020-06-20,MOB,MOBILE,7546.00,PHP,IN1002,TYPE2
3435034086,2020-08-25,852,STORE,7711.00,PHP,IN1005,TYPE5
3746477175,2020-12-02,404,STORE,9606.50,PHP,IN1005,TYPE5
9189936633,2020-04-22,MOB,MOBILE,7365.25,PHP,IN1005,TYPE5
3554154871,2020-11-04,281,STORE,6798.25,PHP,IN1005,TYPE5
0272596821,2020-12-09,196,STORE,8267.50,PHP,IN1002,TYPE2
3022746251,2020-08-08,MOB,MOBILE,9760.00,PHP,IN1001,TYPE1
2558569311,2020-03-12,479,STORE,7519.75,PHP,IN1003,TYPE3
8152093286,2020-03-28,MOB,MOBILE,4170.50,PHP,IN1004,TYPE4
5980122343,2020-05-10,419,STORE,7041.25,PHP,IN1003,TYPE3
1771017528,2020-04-06,MOB,MOBILE,1638.75,PHP,IN1002,TYPE2
0517431629,2020-05-29,MOB,MOBILE,586.25,PHP,IN1001,TYPE1
6937394767,2020-04-14,140,STORE,1191.75,PHP,IN1001,TYPE1
8966645396,2020-02-14,597,STORE,5860.25,PHP,IN1005,TYPE5
9711868857,2020-02-25,570,STORE,3382.00,PHP,IN1004,TYPE4
1480448637,2020-08-13,859,STORE,3651.25,PHP,IN1002,TYPE2
9304916609,2020-12-09,351,STORE,2073.00,PHP,IN1004,TYPE4
9745267501,2020-10-10,496,STORE,9419.75,PHP,IN1004,TYPE4
6987335061,2020-07-26,MOB,MOBILE,6035.50,PHP,IN1004,TYPE4
7876471319,2020-02-29,328,STORE,9765.75,PHP,IN1001,TYPE1
0921116850,2020-04-16,770,STORE,1728.75,PHP,IN1002,TYPE2
6174544697,2020-08-07,MOB,MOBILE,1446.25,PHP,IN1005,TYPE5
6088326962,2020-12-28,691,STORE,2948.00,PHP,IN1004,TYPE4
6082356347,2020-05-23,513,STORE,6876.00,PHP,IN1005,TYPE5
4338569061,2020-03-17,MOB,MOBILE,1807.00,PHP,IN1002,TYPE2
7625092310,2020-03-22,MOB,MOBILE,5753.75,PHP,IN1001,TYPE1
4140738231,2020-10-19,956,STORE,7344.75,PHP,IN1005,TYPE5
4943942034,2020-05-23,667,STORE,906.75,PHP,IN1002,TYPE2
2153976565,2020-12-26,MOB,MOBILE,3075.00,PHP,IN1002,TYPE2
0310143919,2020-07-08,174,STORE,7903.25,PHP,IN1001,TYPE1
2361238460,2020-10-19,241,STORE,3859.75,PHP,IN1004,TYPE4
0646462586,2020-03-05,239,STORE,7049.25,PHP,IN1004,TYPE4
2365246542,2020-11-09,MOB,MOBILE,7894.75,PHP,IN1002,TYPE2
6606907439,2020-03-14,MOB,MOBILE,1088.25,PHP,IN1005,TYPE5
0489743773,2020-10-28,868,STORE,5302.50,PHP,IN1002,TYPE2
9495685767,2020-08-09,MOB,MOBILE,996.25,PHP,IN1001,TYPE1
2860538157,2020-10-19,579,STORE,3280.00,PHP,IN1002,TYPE2
7629612477,2020-03-21,967,STORE,9162.50,PHP,IN1005,TYPE5
9079006383,2020-02-02,626,STORE,5683.25,PHP,IN1001,TYPE1
6361793893,2020-05-24,290,STORE,842.00,PHP,IN1002,TYPE2
0611667734,2020-02-06,145,STORE,8643.75,PHP,IN1004,TYPE4
9776597655,2020-09-02,318,STORE,8329.00,PHP,IN1001,TYPE1
0435132567,2020-02-17,MOB,MOBILE,8951.50,PHP,IN1001,TYPE1
8318552857,2020-12-17,MOB,MOBILE,3082.75,PHP,IN1001,TYPE1
8951696837,2020-05-20,784,STORE,8373.50,PHP,IN1003,TYPE3
1842280265,2020-05-14,MOB,MOBILE,3380.00,PHP,IN1002,TYPE2
9678799095,2020-06-17,MOB,MOBILE,4520.00,PHP,IN1005,TYPE5
6835465945,2020-05-16,MOB,MOBILE,9404.50,PHP,IN1001,TYPE1
6990419181,2020-02-17,MOB,MOBILE,5074.25,PHP,IN1005,TYPE5
0737680362,2020-05-07,MOB,MOBILE,7705.50,PHP,IN1002,TYPE2
1111051398,2020-11-04,MOB,MOBILE,4015.00,PHP,IN1003,TYPE3
9519346151,2020-10-18,MOB,MOBILE,3629.50,PHP,IN1005,TYPE5
9898836116,2020-07-11,MOB,MOBILE,4212.25,PHP,IN1004,TYPE4
1174316073,2020-11-17,MOB,MOBILE,5506.00,PHP,IN1005,TYPE5
6780626651,2020-04-19,509,STORE,7531.25,PHP,IN1004,TYPE4
2809953560,2020-12-04,025,STORE,7561.75,PHP,IN1003,TYPE3
4810223011,2020-04-06,797,STORE,627.75,PHP,IN1004,TYPE4
3446243842,2020-05-28,MOB,MOBILE,4260.00,PHP,IN1002,TYPE2
4417833321,2020-10-16,429,STORE,8904.00,PHP,IN1005,TYPE5
8321556871,2020-03-28,682,STORE,1515.50,PHP,IN1002,TYPE2
8725268249,2020-03-29,710,STORE,5716.50,PHP,IN1003,TYPE3
1284371523,2020-12-02,173,STORE,6372.75,PHP,IN1002,TYPE2
7719618105,2020-02-10,MOB,MOBILE,5397.75,PHP,IN1001,TYPE1
4326432378,2020-03-27,236,STORE,6613.75,PHP,IN1004,TYPE4
6365301976,2020-10-21,MOB,MOBILE,4367.25,PHP,IN1004,TYPE4
2196705094,2020-10-23,693,STORE,3641.25,PHP,IN1002,TYPE2
4531264233,2020-01-20,537,STORE,7863.25,PHP,IN1004,TYPE4
7673131259,2020-03-05,MOB,MOBILE,3519.75,PHP,IN1003,TYPE3
4735503353,2020-12-17,699,STORE,8723.50,PHP,IN1004,TYPE4
9539330563,2020-02-03,035,STORE,3121.25,PHP,IN1001,TYPE1
0562161857,2020-12-22,880,STORE,1879.50,PHP,IN1004,TYPE4
9566399503,2020-12-30,MOB,MOBILE,9871.00,PHP,IN1001,TYPE1
6277005353,2020-11-23,229,STORE,7109.50,PHP,IN1004,TYPE4
9563042025,2020-06-28,MOB,MOBILE,9785.00,PHP,IN1005,TYPE5
9852370882,2020-06-24,MOB,MOBILE,4883.50,PHP,IN1003,TYPE3
4070621911,2020-12-10,MOB,MOBILE,1663.00,PHP,IN1001,TYPE1
2272089721,2020-03-23,MOB,MOBILE,4700.75,PHP,IN1003,TYPE3
7296960850,2020-10-27,736,STORE,5572.75,PHP,IN1004,TYPE4
1494132129,2020-02-29,MOB,MOBILE,2309.75,PHP,IN1003,TYPE3
7561095983,2020-12-15,522,STORE,4544.75,PHP,IN1004,TYPE4
6933615036,2020-11-17,MOB,MOBILE,842.75,PHP,IN1002,TYPE2
4428322353,2020-02-19,MOB,MOBILE,8441.50,PHP,IN1004,TYPE4
8534308954,2020-04-09,MOB,MOBILE,4133.75,PHP,IN1003,TYPE3
5308827284,2020-01-18,MOB,MOBILE,9175.50,PHP,IN1003,TYPE3
0666671142,2020-08-09,254,STORE,6578.25,PHP,IN1002,TYPE2
2380683499,2020-12-28,MOB,MOBILE,2746.25,PHP,IN1004,TYPE4
7045779861,2020-10-05,936,STORE,9251.00,PHP,IN1003,TYPE3
7668324098,2020-06-14,MOB,MOBILE,2014.00,PHP,IN1001,TYPE1
0293084741,2020-11-15,373,STORE,3551.25,PHP,IN1005,TYPE5
4045117533,2020-02-09,090,STORE,5925.00,PHP,IN1005,TYPE5
2966693646,2020-12-04,149,STORE,5179.50,PHP,IN1003,TYPE3
8899618839,2020-12-19,MOB,MOBILE,2805.25,PHP,IN1005,TYPE5
7929057195,2020-07-07,MOB,MOBILE,5236.50,PHP,IN1004,TYPE4
8837326956,2020-08-14,MOB,MOBILE,3275.50,PHP,IN1005,TYPE5
9042052935,2020-06-08,823,STORE,1864.50,PHP,IN1003,TYPE3
6283927616,2020-02-05,636,STORE,4491.00,PHP,IN1003,TYPE3
7525833669,2020-11-12,349,STORE,2485.75,PHP,IN1003,TYPE3
1872373480,2020-09-15,444,STORE,3889.25,PHP,IN1002,TYPE2
3709003827,2020-09-21,561,STORE,1283.00,PHP,IN1003,TYPE3
8593660342,2020-10-05,MOB,MOBILE,8702.25,PHP,IN1003,TYPE3
1714913605,2020-10-13,858,STORE,3581.75,PHP,IN1002,TYPE2
5416331164,2020-07-30,549,STORE,3507.50,PHP,IN1002,TYPE2
9963201637,2020-10-25,MOB,MOBILE,402.25,PHP,IN1002,TYPE2
9309298035,2020-04-08,675,STORE,4719.00,PHP,IN1001,TYPE1
2308622770,2020-04-01,461,STORE,1644.75,PHP,IN1002,TYPE2
7117227465,2020-06-11,757,STORE,3675.00,PHP,IN1004,TYPE4
2491149470,2020-12-15,206,STORE,3763.00,PHP,IN1001,TYPE1
5803718788,2020-05-10,MOB,MOBILE,4275.25,PHP,IN1002,TYPE2
9716106925,2020-10-22,MOB,MOBILE,5689.00,PHP,IN1002,TYPE2
4175110762,2020-03-27,MOB,MOBILE,3690.00,PHP,IN1003,TYPE3
0798996335,2020-07-22,MOB,MOBILE,1109.50,PHP,IN1001,TYPE1
0233184820,2020-06-24,MOB,MOBILE,5613.75,PHP,IN1003,TYPE3
3512208455,2020-10-07,248,STORE,7219.00,PHP,IN1003,TYPE3
5287109544,2020-04-13,058,STORE,6454.25,PHP,IN1004,TYPE4
9128756493,2020-05-07,051,STORE,6771.00,PHP,IN1001,TYPE1
6916514678,2020-09-14,249,STORE,2955.25,PHP,IN1005,TYPE5
5080154456,2020-10-16,MOB,MOBILE,3902.25,PHP,IN1004,TYPE4
5928152726,2020-01-27,MOB,MOBILE,2325.00,PHP,IN1005,TYPE5
3377721531,2020-04-01,101,STORE,4073.00,PHP,IN1002,TYPE2
2402641024,2020-05-20,279,STORE,7557.00,PHP,IN1004,TYPE4
7795615281,2020-01-14,854,STORE,4788.25,PHP,IN1002,TYPE2
5390487304,2020-03-12,MOB,MOBILE,4912.50,PHP,IN1003,TYPE3
8765166852,2020-08-14,MOB,MOBILE,4338.75,PHP,IN1004,TYPE4
9256187815,2020-04-15,MOB,MOBILE,3496.00,PHP,IN1003,TYPE3
4902077455,2020-03-14,347,STORE,3810.50,PHP,IN1004,TYPE4
8671313229,2020-10-01,MOB,MOBILE,7102.50,PHP,IN1001,TYPE1
7525459296,2020-05-28,MOB,MOBILE,1391.50,PHP,IN1004,TYPE4
2127938369,2020-08-15,617,STORE,2601.75,PHP,IN1002,TYPE2
7629641357,2020-09-22,467,STORE,9673.25,PHP,IN1005,TYPE5
0554069037,2020-12-10,440,STORE,9782.00,PHP,IN1002,TYPE2
9182419679,2020-08-12,MOB,MOBILE,2576.75,PHP,IN1001,TYPE1
1238705500,2020-02-27,MOB,MOBILE,4966.50,PHP,IN1002,TYPE2
9655515158,2020-10-26,MOB,MOBILE,4902.50,PHP,IN1003,TYPE3
8443003585,2020-05-24,416,STORE,8552.25,PHP,IN1003,TYPE3
7400135451,2020-02-27,239,STORE,1561.00,PHP,IN1001,TYPE1
0837369754,2020-12-13,MOB,MOBILE,5595.50,PHP,IN1002,TYPE2
3669060188,2020-08-31,MOB,MOBILE,8102.50,PHP,IN1001,TYPE1
8906862154,2020-05-01,MOB,MOBILE,8305.75,PHP,IN1005,TYPE5
4763281711,2020-12-07,MOB,MOBILE,7243.25,PHP,IN1002,TYPE2
0420379846,2020-09-02,MOB,MOBILE,1419.00,PHP,IN1003,TYPE3
7761985684,2020-03-14,372,STORE,6719.25,PHP,IN1002,TYPE2
9858654216,2020-07-28,MOB,MOBILE,6240.75,PHP,IN1005,TYPE5
4799923293,2020-11-07,631,STORE,7993.75,PHP,IN1001,TYPE1
8009081481,2020-08-09,MOB,MOBILE,4310.75,PHP,IN1001,TYPE1
6657614026,2020-09-10,480,STORE,7343.25,PHP,IN1001,TYPE1
2215717364,2020-12-25,MOB,MOBILE,8417.50,PHP,IN1005,TYPE5
8121614163,2020-10-19,427,STORE,9135.75,PHP,IN1003,TYPE3
9699680201,2020-03-10,MOB,MOBILE,2987.25,PHP,IN1004,TYPE4
7055663388,2020-10-19,MOB,MOBILE,7832.00,PHP,IN1005,TYPE5
3703255285,2020-03-27,MOB,MOBILE,1247.25,PHP,IN1001,TYPE1
8225825904,2020-01-24,450,STORE,7221.75,PHP,IN1001,TYPE1
8527768316,2020-07-11,MOB,MOBILE,3440.50,PHP,IN1004,TYPE4
3973124262,2020-10-19,MOB,MOBILE,6222.50,PHP,IN1005,TYPE5
0393253106,2020-06-05,MOB,MOBILE,9499.00,PHP,IN1002,TYPE2
2951520610,2020-04-12,955,STORE,1042.00,PHP,IN1003,TYPE3
1431052096,2020-06-13,800,STORE,2469.75,PHP,IN1004,TYPE4
8650719656,2020-11-17,574,STORE,1513.50,PHP,IN1005,TYPE5
2491872619,2020-07-29,MOB,MOBILE,5711.50,PHP,IN1004,TYPE4
0045139622,2020-05-05,MOB,MOBILE,8229.25,PHP,IN1003,TYPE3
8044138139,2020-11-29,340,STORE,1275.25,PHP,IN1004,TYPE4
5702016591,2020-09-06,450,STORE,8840.50,PHP,IN1004,TYPE4
9913118991,2020-02-23,MOB,MOBILE,2998.50,PHP,IN1001,TYPE1
5272507958,2020-11-20,219,STORE,9825.25,PHP,IN1005,TYPE5
9042713937,2020-11-11,MOB,MOBILE,1716.75,PHP,IN1004,TYPE4
2872143582,2020-10-15,586,STORE,8661.00,PHP,IN1001,TYPE1
0519317677,2020-11-19,MOB,MOBILE,9640.75,PHP,IN1002,TYPE2
